brand,name,price,year,damage,last_seen
opel,Opel Omega,700,1999,,2016-04-05 11:49:59
opel,Autocross Opel Tigra,0,1999,,2016-04-06 06:15:30
opel,Opel Astra 1.4 mit sehr vielen Extras,10900,2017,,2016-04-05 16:45:41
opel,Opel Vectra,2200,2003,,2016-04-06 21:46:53
opel,Opel Zafira 1.6 CNG Njoy,3500,2005,,2016-03-08 23:16:33
opel,Opel B Corsa 1.2 Viva zu verkaufen,499,1999,ja,2016-03-12 15:48:09
opel,Opel Astra TÜV 07.2017 voll Fahrbereit viele neuteile,699,1997,,2016-03-28 18:19:03
opel,Verkaufe Opel astra Kombi TÜV bis 02.17,250,1995,,2016-03-18 08:36:43
opel,Opel Vivaro 2.0 CDTI L2H1 Easytronic DPF Life Cosmo,20980,2014,,2016-03-16 15:44:30
opel,Opel Vivaro 1.9 CDTI L2H1,3700,2002,,2016-03-12 16:45:12
opel,Opel Corsa B 1.2  TÜV 08/2016,250,1995,,2016-04-07 00:45:03
opel,TOP Opel Astra mit TÜV und automatik Getriebe TOP,900,1996,,2016-03-18 08:36:21
opel,Opel Corsa 1.2 16V ecoFLEX Selection   Italia,6350,2011,,2016-04-06 20:47:01
opel,Corsa b 1.0 12v eco,349,1998,ja,2016-03-24 06:47:41
opel,Opel Astra 2.0 CDTI DPF,12900,2010,,2016-04-06 20:46:17
opel,Opel Zafira 1.8 16V Elegance,950,1999,,2016-04-05 00:44:37
opel,Opel Vectra 2.0 i GL,2499,1993,,2016-04-07 06:15:33
opel,Opel Omega 2.0 16V,600,1996,,2016-03-16 21:46:08
opel,Omega 2.5td 4 tuerig,555,1994,,2016-04-07 03:45:04
opel,Opel corsa bj. 1994 nutzfahrzeug,400,1995,,2016-04-05 23:17:12
opel,Opel Astra 1.9 CDTI Caravan DPF,5999,2007,,2016-04-07 00:17:59
opel,Zu verkaufen,400,1995,,2016-04-05 20:47:03
opel,Opel Corsa 1.2 16V,2400,2006,,2016-03-25 01:44:17
opel,Opel Combo 1.4 //90PS// 1. Hand //Scheckheftgepflegt //87.000KM,5900,2011,,2016-04-05 16:46:40
opel,Astra f cabrio,1850,1999,ja,2016-04-06 19:15:48
opel,Opel Corsa B 1.0 12V Servo ABS GSD TÜV 02/2018,1250,1998,,2016-03-28 13:44:34
opel,Opel Corsa mit 90 ps,250,2000,,2016-04-05 18:46:38
opel,Opel Agila,550,2006,ja,2016-03-09 23:36:44
opel,Einzelstueck Spass u. Showcar fuer den taeglichen gebrauch!,2600,1993,,2016-04-06 00:44:35
opel,Opel Zafira Tourer 2.0 CDTI Innov. FLEXFIX Xenon Navi,17000,2012,,2016-04-06 17:15:54
opel,Opel Vectra b TÜV bis 2017,1990,1999,,2016-04-05 18:16:40
opel,Opel Astra Caravan  DPF 125 PS  Navi  8 fach Bereifung moeglich,4999,2008,,2016-04-06 00:17:45
opel,Opel Corsa 1.4 16V 150 Jahre Opel,8200,2012,,2016-04-06 10:45:14
opel,Opel Eco flex  Diesel,5999,2008,,2016-03-29 18:31:25
opel,Opel Meriva 1.7 cdti Xenon Klima usw.usw,1500,2016,,2016-03-15 19:18:47
opel,Gts sport edicion,3500,2003,,2016-04-05 23:16:39
opel,Opel Astra 2.0 CDTI DPF Sports Tourer,12500,2010,,2016-03-27 17:45:10
opel,OPEL Corsa C mit TueV & AHK   Sommerreifen & Winterreifen,1499,2003,,2016-04-02 02:17:02
opel,Opel Tigra Twin Top 1 4 Preissenkung!!!,3750,2006,,2016-04-06 12:46:33
opel,Opel Vectra 1.8,1500,1999,ja,2016-04-07 03:46:11
opel,Anfaengerwagen Opel Corsa B Bastler,220,1996,,2016-03-13 00:45:09
opel,Opel Corsa Atlanta,500,1996,,2016-03-21 08:17:01
opel,Verkaufe Opel D Corsa Facelift 1.4 87PS 45.500km Benzin Schwarz,0,2011,,2016-04-06 23:46:00
opel,Opel Corsa C,1800,2016,ja,2016-03-28 21:42:13
opel,Opel Vectra 1.6 Edition 2000,2100,2001,,2016-03-11 21:47:04
opel,Opel Astra GL,500,1993,,2016-04-06 07:15:48
opel,OPEL Frontera LPG Gasanlage,2800,1998,,2016-04-07 12:16:04
opel,Opel Insignia OPC 2.8 V6 Turbo Sports Tourer 4x4,19000,2009,,2016-04-06 08:46:48
opel,Opel Omega b Caravan tuev bis 06.2017 verkauf oder tausch.,1000,2000,,2016-04-02 05:17:36
opel,Gut erhaltener corsa,750,2000,,2016-03-26 16:16:42
opel,Opel Corsa b TÜV 10/16,750,1995,,2016-03-24 12:47:02
opel,Opel astra h 1.9 cdti,3800,2007,,2016-04-07 11:44:38
opel,Navi Tuev 6/2016,2800,2016,,2016-04-05 23:46:43
opel,Opel Corsa,550,2000,,2016-04-06 16:45:43
opel,Opel Astra Cabrio 2.2 16V !!Nur 50000km!!,5390,2002,,2016-03-16 23:45:33
opel,Opel Astra Caravan,2850,2003,,2016-04-06 03:45:44
opel,Opel vertra b,225,2000,ja,2016-03-21 10:39:00
opel,Opel 1.6 Liter,1690,2000,ja,2016-04-07 01:16:30
opel,Astra F Opa wagen Automatik 60tsd km Tuev Neu,1490,1996,,2016-03-17 09:16:23
opel,Tel Opel Angila 017688163288,2350,2002,,2016-04-03 07:50:21
opel,Opel Corsa 1.4L ECO TEC   Automatikgetriebe + Klima,2600,2002,,2016-04-04 16:15:27
opel,Opel Signum 1.9 CDTI,4300,2005,,2016-04-05 17:25:34
opel,Opel Combo 1.4 Tour  Klima  Sitzheizung  Parkhilfe,9880,2013,,2016-03-07 11:17:09
opel,Opel Corsa 1.3 CDTI DPF,3900,2009,,2016-04-04 14:16:45
opel,Opel Astra 2.2 16V Coupe,1850,2001,,2016-03-29 22:16:37
opel,Opel Tigra wegen Familienzuwachs zu verkaufen,2500,2005,ja,2016-04-04 06:50:50
opel,Opel Astra caravan 2jahre tuev,1111,1999,,2016-04-07 12:16:51
opel,Opel Corsa 1.2 16V ecoFLEX Easytroni Color Stripes,4199,2011,,2016-03-28 14:18:12
opel,Corsa wenig Kilometer  Navi  Klima  TÜV,2550,2017,,2016-04-06 04:17:28
opel,Opel Zafira,2600,2002,,2016-03-21 12:16:20
opel,Opel Zafira 1.8 Njoy,3200,2005,,2016-03-29 11:45:51
opel,Frontera A Sport  Euro 2 ,0,1993,,2016-03-07 19:46:39
opel,Opel Astra 1.2 Comfort  Garagenwagen  TÜV neu,1890,1998,,2016-03-24 18:45:13
opel,***TOLLES FAMILIENAUTO ***7 SITZER ***VIEL PLATZ ***,2599,2002,,2016-04-01 09:45:28
opel,Opel Omega,1500,2000,,2016-04-04 13:38:57
opel,Opel Signum 2.2,3950,2003,,2016-04-07 01:17:20
opel,Opel Kadett C Limousine ungeschweisst,1,1977,,2016-04-02 21:43:55
opel,Schoener Opel Astra Caravan mit viel Ausstattung,3950,2006,,2016-04-07 11:18:00
opel,Opel Adam JAM Twisted Fire Red EZ 06/2013,8590,2013,,2016-03-30 15:45:40
opel,Opel Tigra,190,1995,,2016-04-06 19:18:03
opel,Opel Insignia 2.0 CDTI Sports Tourer Sport,12900,2009,,2016-04-05 14:45:43
opel,Zafira 2 2 DTI  edition  OPC,2700,2003,,2016-04-01 14:16:50
opel,Opel Corsa 1.2i Swing  Alu e. Fenster Servo,290,1996,,2016-04-07 07:17:16
opel,Opel Astra 1.6 Edition 100,1690,1999,,2016-03-26 23:45:51
opel,Nur heute bis 00:00 Uhr 400 fest Opel Corsa B,550,1995,,2016-03-21 16:49:19
opel,Opel Astra TÜV 04/17,849,2000,,2016-03-30 06:17:55
opel,Opel Kadett,2500,1971,,2016-04-07 05:45:54
opel,Opel Corsa 1.0 12V,1599,2002,,2016-03-28 23:40:28
opel,Opel Vectra B zu verkaufen,800,1998,,2016-03-26 12:16:40
opel,2Stueck Opel Corsa C 1.0 12V,1000,2003,ja,2016-03-10 15:42:27
opel,Opel Astra 1.6 Si  C16SE ,550,1994,,2016-04-07 00:16:04
opel,Manta a 19s automatik rohkarosse,250,1980,ja,2016-04-06 02:44:33
opel,Opel Astra H 1.6 Caravan 115 PS,5990,2007,,2016-04-07 09:17:02
opel,Verkaufe oder Tausche Opel Omega 2 0 16V,700,1998,,2016-03-30 01:15:40
opel,Opel Astra H   Tuning  ,7000,2006,,2016-04-06 17:46:04
opel,Opel Zafira,3500,2005,ja,2016-03-31 21:50:47
opel,Opel Corsa D Scheckheftgepflegt,6990,2016,,2016-04-07 11:45:21
opel,Opel Astra TÜV bis 12/2017 !!,500,2000,ja,2016-04-06 23:45:41
opel,Opel Signum 2.2   1 HAND  AUTOMATIK,4000,2003,,2016-04-04 00:46:38
opel,Opel corsa B 1.6,250,1995,,2016-04-01 11:45:14
opel,Opel Corsa 45 PS  perfektes Anfaenger Auto,350,1996,,2016-03-31 08:46:30
opel,Opel Vectra 1.9 CDTI Caravan,3800,2006,,2016-04-02 13:16:29
opel,Opel Astra,1500,1998,,2016-04-03 00:47:03
opel,Toller Opel Meriva scheckheft gepflegt 2. Hand,3200,2016,,2016-03-17 19:47:51
opel,Opel corsa B,550,2016,,2016-04-06 14:16:54
opel,Astra G Ausstattung  Elegance Xenon &&& Garagenwagen,2300,2001,,2016-03-25 02:18:08
opel,Opel Meriva 1.6 16V   1. Hand   Tuev 10/2017,2199,2004,,2016-03-11 16:15:12
opel,Opel Corsa 1.0 Elegance 88 TKM Scheckheft 4 Tuerer,3450,2017,,2016-03-23 19:47:49
opel,Opel Signum 2.2 Sport,5350,2004,,2016-03-20 16:49:36
opel,Opel Corsa C,1650,2004,,2016-04-06 10:15:59
opel,Suche MOTOR Opel Corsa 1 4 Motor oder komplettes Auto,0,1996,,2016-03-16 23:49:05
opel,Opel Combo 1.7 dti Lkw Zulassung tausch,1300,2002,,2016-03-23 23:46:27
opel,Opel Vectra B Caravan Unfallfahrzeug/Bastlerfahrzeug,600,1999,ja,2016-04-06 15:17:20
opel,Opel  Corsa Selection,4450,2009,,2016-04-05 06:09:28
opel,Opel Corsa 1.0 12V ecoFlex,3999,2009,,2016-04-05 19:15:47
opel,Opel Insignia 2.0 CDTI ST/Eco/S&S/FlexRide/Pano/Voll Nappa Leder,18400,2012,,2016-04-07 06:45:12
opel,Opel Astra 2.2 16V Coupe,1550,2001,,2016-04-06 17:44:50
opel,Opel Corsa 1 2 16v Elegance Servo Klima Efh ZVmFunk,2850,2002,,2016-03-26 23:18:01
opel,Opel Astra G Cabrio bis Donnerstag abholt bekommt ihn fuer 1100,1100,2016,ja,2016-04-04 23:48:00
opel,Opel ASTRA H KOMBI DIESEL 2HAND  TÜV 02 2018 GARENWAGEN VB,0,2007,,2016-03-22 14:48:54
opel,Opel corsa c GSI Optik Klima TÜV&AU NEU,1700,2002,,2016-03-19 07:44:49
opel,Opel Corsa 1.4 16V 150 Jahre Opel,7999,2012,,2016-04-06 20:46:39
opel,Opel Astra 1.7 DTI Caravan Comfort,1400,2000,,2016-04-04 23:17:09
opel,Opel Signum 2.2 DTI Elegance,1750,2003,,2016-03-16 21:42:50
opel,Opel Kadett E Fun,899,1991,,2016-04-06 01:46:50
opel,Opel Calibra,0,1995,,2016-04-05 12:19:35
opel,Opel Adam 1.4 ecoFLEX Start/Stop Glam,10900,2013,,2016-04-06 15:45:12
opel,Tausche Opel corsa gegen Modelleisenbahn spur N,450,2000,,2016-03-29 20:45:08
opel,Opel Astra 1.6 Caravan,950,1999,,2016-03-23 13:44:06
opel,Anfaengerauto  2.Hand  vieles neu mit Rechnung  67   Steuern/Jahr,890,1992,,2016-04-01 21:11:53
opel,Opel Corsa 1.3 CDTI DPF Easytronic Color Edition,4900,2010,,2016-04-05 19:45:41
opel,Twintop Cosmo 1.8 Keyless Go  Klima  Tempomat  8 fach Alu,7249,2008,,2016-04-07 05:15:35
opel,Opel astra g cc,1300,1997,,2016-04-06 05:45:13
opel,Opel Adam 1.4 Jam Neuwagen nicht zugelassen,12950,2016,,2016-03-24 02:40:58
opel,Opel Vectra 3.0 V6 CDTI Caravan Sport,3999,2004,,2016-03-15 08:42:09
opel,Opel Astra 1.8,1000,1998,,2016-03-15 20:47:36
opel,Opel Omega 3.0 MV 6,1100,1998,,2016-03-26 09:49:04
opel,Opel Tigra Twin Top Cabrio Teilleder  fuer Bastler ,2400,2004,,2016-03-17 16:17:43
opel,Opel Astra f cc 1.6 weiss TÜV NEU!,1222,1997,,2016-04-02 02:45:00
opel,Opel Astra 1.6 Caravan,1400,2001,,2016-04-07 03:16:01
opel,Zafira B 1.8  Zweitwagen ,14200,2015,,2016-03-29 23:45:50
opel,Opel Corsa 1.2 16V,2900,2005,,2016-04-06 04:44:24
opel,Tauchen gegen handy oder Motorola,400,1997,,2016-04-01 21:48:09
opel,Opel Corsa Edition 100 Cool   TÜV 08/16 TOP AUTO,899,1999,,2016-03-21 14:17:39
opel,Opel Omega Aut. CD Diamant,2500,1991,,2016-04-06 07:15:37
opel,Opel Omega,2000,2000,,2016-03-21 08:17:09
opel,Opel  Astra G Coupe Bertone Tuev 07 2016 Verkauf Oder tausch VB,0,2001,,2016-03-06 04:45:37
opel,Opel Vectra Bj 2001,400,2001,ja,2016-04-06 00:17:06
opel,Opel Meriva A 1.6 TÜV NEU,3499,2005,,2016-04-07 10:46:48
opel,Opel Corsa 1.2,5250,2011,,2016-03-16 10:45:52
opel,opel sintra 2 2 mit gasanlage motorschaden SCHALCHTFEST,100,2000,,2016-04-06 01:47:02
opel,Schoener Corsa c aus 2ter Hand Euro,1250,2002,,2016-03-30 11:17:01
opel,Opel Zafira 1.8,2799,2003,,2016-04-07 12:46:31
opel,Opel Corsa 1.0 12V,2000,2003,,2016-04-06 16:45:16
opel,OPEL MANTA A 1 6 S AUTOMATIK 1.HAND 82.700 KM ORIGINAL   LESEN !!,5000,1972,,2016-03-16 18:52:24
opel,Opel Combo 1.7 CDTI Comfort Navi Klima,2700,2005,,2016-04-04 05:17:21
opel,Opel Zafira 2.2 16V Autogas,1600,2001,,2016-04-07 00:46:50
opel,Opel Zafira 1.8 B Anhaengerkupplung 8 fach bereift,5600,2007,,2016-03-29 02:16:23
opel,Opel Astra Caravan 1.8  16V,2999,1996,,2016-04-05 23:46:02
opel,Opel Opel Astra 1.4 Turbo Cosmo inkl Garantie  Navi,8999,2010,,2016-04-06 20:45:15
opel,Opel Astra GTC 1.6,5999,2008,,2016-04-07 07:44:38
opel,Opel Astra g Cabrio  1.8L  125 ps,0,2004,,2016-03-15 17:41:04
opel,Poem Corsa B  Edition mit **Klimaanlage**,995,2000,,2016-03-13 04:36:23
opel,ASTRA G KOMBI,900,2016,,2016-03-17 18:50:33
opel,Opel Meriva 1.4,4990,2006,,2016-04-07 03:46:21
opel,OPEL CORSA B,350,2016,,2016-03-31 10:43:26
opel,Opel Astra 1.6 Comfort,1799,2001,,2016-04-05 15:45:47
opel,Verkaufe oder tausche opel astra g 1.6,0,1999,,2016-04-05 18:17:14
opel,Opel Mokka 1.7 CDTI ecoFLEX Start/Stop Innovation,18800,2014,,2016-04-07 00:17:23
opel,Opel Corsa b schwarz,999,1997,,2016-04-07 05:45:47
opel,Opel Insignia 2.0 CDTI Sports Tourer Automatik In...,18800,2010,,2016-04-06 16:44:56
opel,Opel Astra GTC 1.9 CDTI DPF Cosmo,6450,2006,,2016-04-06 04:45:18
opel,Opel Corsa 1.2 16V *kette neu*,2200,2004,,2016-04-06 10:16:44
opel,Opel Corsa 12V Advantage,555,1998,,2016-03-07 16:47:23
opel,Opel vektra Injektion,1350,2000,,2016-04-07 04:44:54
opel,Opel Astra 1.6 Caravan,800,1998,,2016-03-29 10:45:23
opel,Opel Corsa B,50,1994,ja,2016-03-17 15:43:19
opel,Astra g Caravan Comfort,1690,1998,,2016-04-06 03:45:26
opel,Opel Astra mit wenig km  rot  Rentner Auto  leichte Blechschaeden,250,1997,ja,2016-04-07 07:45:10
opel,Opel Zafira 1.8 Easytronic Innovation AHK abnehmbar,9800,2008,,2016-03-21 01:44:53
opel,Opel Corsa 1.2 16V KLIMA TÜV bis 07/2017 ,1999,2002,,2016-03-10 08:15:56
opel,Opel astra  kombi diesel 1 7 motor 101 PS,2990,2005,,2016-03-25 02:16:39
opel,Opel Zafira 1.9 CDTI Automatik. !!!VOLLAUSSTATTUNG!!!,4350,2007,,2016-04-05 12:47:14
opel,Zafira B 1.6,4999,2007,,2016-04-05 01:17:25
opel,Opel Corsa 1.0 12V Fresh  M+S Raeder  Klima  Servo,1500,2002,,2016-03-24 03:17:41
opel,Opel Astra,7200,2010,,2016-03-25 14:15:26
opel,2liter opel omega  kombi,250,1997,ja,2016-04-07 09:44:47
opel,Opel Corsa 1.2 16V,4600,2007,,2016-03-08 16:17:55
opel,Opel Astra Cabrio Bertone Sonderausstattung 2 Jahre TÜV neu,0,2002,,2016-04-07 13:06:24
opel,Opel Corsa 1.2 16V,3490,2004,,2016-04-07 00:17:46
opel,Opel Zafira 1.9 CDTI  7 Sitzer  Zahnr  Öl  Lima NEU,5400,2006,,2016-04-07 05:15:35
opel,Opel Corsa B Eco 1.2 16V Edition Schiebedach Tuev 2017  fahrbereit,590,1999,,2016-03-12 11:15:39
opel,Opel Astra 2.0 DTI Caravan Elegance,1250,2002,,2016-04-06 17:16:08
opel,Opel Corsa C  BJ02  Navi  Alufelgen  Multifunktionslenkrad  MP3,1420,2002,,2016-03-07 14:17:24
opel,Opel Astra 1.9 CDTI Caravan DPF Edition,2600,2006,,2016-03-16 11:46:30
opel,Opel Astra 1.7 CDTI Sport,2600,2004,,2016-03-17 22:16:13
opel,Tauschen Astra gegen Kadett E,0,1995,,2016-03-27 08:17:11
opel,Corsa A Projektaufgabe,0,1991,,2016-03-13 02:46:40
opel,Opel Corsa 16V Edition 100,500,1999,,2016-03-19 06:39:14
opel,Opel Astra 1.6,1200,1998,,2016-03-28 17:49:55
opel,Opel Corsa 1.2 16V  ecoFLEX  Selection NP.ueber 15000,8499,2014,,2016-04-06 11:16:26
opel,Verkaufe meinen Opel,150,1995,,2016-04-05 23:16:08
opel,Bastlerfahrzeug,200,1993,ja,2016-04-03 10:49:58
opel,Opel Astra Cabrio 1.6 16V,2350,2003,,2016-04-06 21:15:58
opel,Opel astra cabrio 1.8 Bertone,1150,2000,ja,2016-03-12 04:44:55
opel,Opel Omega B 2.0 16v Automatik Fahrbereit TÜV 05.2016,987,1997,,2016-04-05 20:15:56
opel,Verkaufe Opel astra f,150,1993,ja,2016-04-06 13:17:38
opel,Opel Zafira 1.9 CDTI Edition,4350,2005,,2016-04-06 23:45:07
opel,Opel Corsa C 1 2 16 V 75 PS TÜV Neu,1849,2002,,2016-03-06 12:06:54
opel,Opel Vectra B Caravan,1200,1999,,2016-04-05 11:15:52
opel,Opel Astra Cabrio 1.6i Bertone Edition,649,1998,,2016-04-04 18:46:38
opel,Opel Vectra Caravan 1 9 cdti,4300,2017,,2016-03-10 14:17:10
opel,Opel Manta B 2.0 GT/E original Zustand,5900,1980,,2016-03-21 22:45:40
opel,Opel Omega 2.2 16v,500,2002,,2016-04-01 21:48:45
opel,Top Opel Corsa,3000,2006,,2016-04-03 08:44:23
opel,Opel Corsa 1 2L Enjoy**KLIMA/TÜV**,1799,2003,,2016-03-29 13:18:15
opel,Opel Corsa 1.0 12V,2790,2005,,2016-03-30 03:16:13
opel,Opel Corsa C 1.2 TÜV neu 03/2018 *TOP*,1550,2001,,2016-03-20 14:45:18
opel,Opel Vectra c gruene plakete,4000,2005,,2016-04-07 04:46:41
opel,Opel Corsa 1.3 CDTI DPF Energy MwSt. ausweisbar ,12990,2014,,2016-04-04 02:16:19
opel,Opel Corsa 1.2 16V Edition KM 80.000 PANAROMA DACH .,1850,2007,ja,2016-03-20 07:17:52
opel,Opel Insignia 2.0 CDTI Sports Tourer,10999,2009,,2016-03-11 07:17:13
opel,Opel vectra B 1.8l 16v,700,1999,ja,2016-03-23 16:19:56
opel,Opel Astra 1.6,1299,1998,,2016-04-06 05:46:34
opel,7 Sitzer Familien Auto,2200,2000,,2016-04-06 21:44:45
opel,Opel Corsa B,250,1996,,2016-04-06 05:46:57
opel,Opel Zafira B 1 9 CDTI,4700,2006,,2016-04-06 23:15:40
opel,Opel Agila 1.0 12 V,1800,2001,,2016-04-06 11:46:55
opel,Opel Corsa silbermetallic  75 PS TÜV 12/17 120.500 km,2500,2002,,2016-03-30 04:15:37
opel,Opel Corsa 1.3 CDTI DPF,4500,2008,,2016-04-07 04:45:13
opel,Opel corsa,200,1997,,2016-03-16 02:16:19
opel,Opel tigra,1000,1997,,2016-04-06 01:46:57
opel,Opel Astra 1.6 Scheckheftgepflegt Tuev neu,1450,1999,,2016-03-30 07:39:55
opel,Opel Omega 2.2 Edition 2000,2300,2000,,2016-03-28 10:44:58
opel,OPEL CORSA COLOR EDITION 101PS zu verkaufen!,6900,2010,,2016-04-06 04:46:40
opel,Opel Corsa EDITION  1.0 12V  2.Hand  technisch Top TÜV neu !,2750,2006,,2016-03-19 06:16:21
opel,Opel astra klima tuev,800,2016,,2016-04-06 08:44:28
opel,Opel Astra 1.4 Caravan Edition,4180,2009,,2016-03-17 23:17:35
opel,Opel corsa b sportversion,800,1998,,2016-04-01 12:45:03
opel,Opel Agila 1.0 ecoFlex 1 Hand Euro 4,1999,2009,ja,2016-04-02 16:31:34
opel,Verkaufe Astra g Cabrio 2 2l,1100,2001,ja,2016-04-06 19:17:59
opel,Opel GT,15900,2008,,2016-03-21 08:47:32
opel,Weinroter Corsa B   TÜV NEU!!,825,1996,,2016-03-20 05:48:39
opel,Opel Zafira 2.2 DTI Executive,3450,2004,,2016-04-01 03:46:19
opel,Opel Vivaro L2H1 Partikelfilter 1 Jahr Tuev AHK,2900,2005,,2016-03-09 13:45:49
opel,Opel Vectra B Kombi Diesel Anhaengerkupplung Bj 2000,599,2000,,2016-04-05 19:06:15
opel,Opel Astra 1.4 Turbo Sports Tourer Automatik AHK PDC,10500,2012,ja,2016-03-21 20:46:08
opel,Unfallwagen,1300,2007,ja,2016-03-24 13:46:21
opel,Opel Astra G Coupe 2.0 Turbo Z20LET TÜV Neu 260 PS TÜV 03/18,2699,2002,,2016-04-06 04:46:54
opel,Opel Corsa B eco 1.0L an Bastler,120,2000,,2016-04-06 09:45:42
opel,Opel Corsa Sport 1 4 TÜV 7/2016,150,1998,,2016-03-31 00:16:57
opel,Opel Zafira 2.2 elegance  Euro 4,950,2002,,2016-03-15 21:47:46
opel,Opel astra g coupe,2300,2000,,2016-04-05 13:16:57
opel,Opel Meriva Essentia 1 6 101ps   154 tkm 1hand  neue Reifen So/wi,1800,2003,ja,2016-03-21 17:48:02
opel,Opel Corsa C  TÜV seit NOV15  mit Schiebedach,2390,2002,,2016-04-05 20:16:01
opel,Opel 2.Hand S Heft Klima TÜV NEU 03/18!!,3650,2007,,2016-04-01 13:44:25
opel,Opel Insignia 2.0 CDTI 163PS Xenon NAVI   WERKSGARANTIE,18000,2014,,2016-03-19 17:19:53
opel,Opel Zafira 1.8 CNG,0,2004,,2016-04-07 09:17:40
opel,Opel Astra 1.6,3400,2004,,2016-03-22 18:18:07
opel,OPEL ASTRA 1.9 TDI TÜV 2017,3000,2006,,2016-03-17 11:17:04
opel,Opel Corsa 1.2 16V Edition / HU neu / 8 fach bereift,4600,2006,,2016-03-29 14:44:39
opel,Opel Astra 1.6 nur 82500 KM TÜV NEU,1900,1999,,2016-03-30 20:46:02
opel,Corsa B Ersatzteilespender,0,1995,,2016-04-07 08:16:47
opel,Opel Vectra 1.8 CD Exklusiv,690,1996,,2016-04-06 06:44:22
opel,Opel Combo Sehr gepflegt TÜV NEU 2.Hand,2900,2007,,2016-03-30 18:17:09
opel,Opel Combo KLIMA   AHK,3400,2006,,2016-04-06 00:16:43
opel,Opel vectra 2.2 dti. 1000  VB,1000,2004,ja,2016-04-06 05:17:03
opel,Opel Corsa B,1250,1997,,2016-04-07 12:17:13
opel,Opel Omega Kombi Vollausstattung,550,2000,,2016-03-14 08:16:17
opel,Opel Astra 2.0 16V Turbo Coupe,4500,2001,,2016-03-20 02:42:11
opel,Verkauf oder Tausch gegen kleinen Trecker,0,2000,,2016-03-28 15:37:52
opel,Opel Zafira 1 8 Family sehr gepflegt,8950,2012,,2016-03-31 20:17:19
opel,Opel Astra 1.7 cdti,3800,2010,ja,2016-03-13 12:25:42
opel,Opel Astra 1.7 CDTI DPF Edition,13333,2014,,2016-04-06 03:15:50
opel,Opel Signum,1300,2004,ja,2016-03-23 13:49:32
opel,Opel Astra 1.6 Easytronic Edition Plus,4999,2006,,2016-03-21 15:16:46
opel,Opel Zafira 2.2,2600,2001,,2016-04-05 20:45:30
opel,ATM 160000 GUTE ZUSTAND TÜV 07 2016,1550,2000,,2016-04-07 04:17:54
opel,Opel Agila 1.2 Edition,5300,2009,,2016-04-06 03:46:16
opel,1 A Zu  Stand TÜV 07:2017,980,2000,,2016-03-28 19:44:33
opel,liebhaberstueck corsa a steffi spezial,700,1990,,2016-04-01 21:48:25
opel,*** Ope Corsa B mit 340PS an Bastler mit Kopfdichtungsschaden ***,1500,1996,ja,2016-04-06 13:44:38
opel,Opel Vectra B gute Ausstattung abnehmbare AHK,0,1998,ja,2016-03-22 01:18:25
opel,Opel Corsa C 1 0 Facelift Klima Unfall,500,2004,ja,2016-03-27 07:44:47
opel,Opel Astra 1.6,3900,2005,,2016-03-21 03:16:35
opel,Opel Omega Caravan 2.0 16V Edition 100,700,1999,,2016-04-04 15:53:05
opel,Ich verkaufe ein Opel Corsa,1500,2001,ja,2016-04-06 12:46:04
opel,Opel Astra 1.6 Comfort,1600,2000,,2016-04-06 06:45:53
opel,Opel Astra Cabrio 1 6 bertone Edition top,1300,1997,,2016-04-07 08:46:14
opel,Opel tigra twintop 1.8l,4400,2005,,2016-04-06 19:44:43
opel,Opel Corsa 4 Tuerig Schiebedach,249,1997,,2016-04-07 01:16:59
opel,Tigra Twin Top zu verkaufen 1.8L 125PS,4950,2005,,2016-04-04 20:47:34
opel,Opel astra g caravan 1.6 tuning,1700,2001,,2016-04-03 05:46:31
opel,Opel Corsa 1.2 16V  80 PS  Klima,2700,2006,,2016-04-07 02:45:01
opel,Opel Astra G  Klima  EFH  1 6 Liter  75 PS  TOP Zustand,450,1999,ja,2016-03-29 17:16:07
opel,Opel Corsa 1.3 CDTI DPF,9150,2014,,2016-04-06 00:16:22
opel,Opel Monza 2 5l Gute Basis,1250,1983,,2016-03-25 19:47:17
opel,Opel Zafira 7 Sitzer,1900,1999,,2016-03-26 18:15:29
opel,Fahrwerk   Tierferlegung,50,2005,,2016-04-06 03:16:14
opel,Opel Astra GTC 1.7 CDTI DPF,6999,2008,,2016-04-05 11:49:47
opel,Opel Astra 1.6 Sports Tourer Edition,9100,2010,,2016-03-24 07:18:38
opel,OPEL CORSA 1.2l Super Zustand/ TÜV bis 2018/ Klimaanlage usw,1100,1999,,2016-04-05 22:18:33
opel,OPEL Vectra Gruene Plakette,2450,2003,,2016-04-04 05:50:43
opel,Opel Corsa 16V Edition TÜV/AU 03.2018 Neu klima,1280,1999,,2016-03-23 07:15:24
opel,Opel  Corsa 1.4 ohne Tuev,250,1997,,2016-04-06 10:45:46
opel,Opel Astra 1.8l Tuev Neu mit LPG Gas!! Guter Zustand,3500,2005,,2016-03-31 08:17:52
opel,Gepflegter Opel Corsa,800,2001,,2016-04-06 00:45:11
opel,Astra h Kombi,2800,2006,,2016-04-06 15:46:36
opel,Verkaufe Opel Vectra mit tuev bis 08/2016,650,2000,,2016-03-23 19:48:46
opel,Opel Movano 2.5 CDTI L3H2,4700,2009,,2016-03-21 18:45:21
opel,Auto verkauf,300,1999,,2016-03-28 09:45:57
opel,Opel Vivaro,3200,2007,,2016-04-05 07:21:42
opel,Opel Corsa 1.4 16V Edition,6750,2009,,2016-04-07 09:45:06
